HIP,n_HD,HD,DM,GC,HR,RAJ2000,DEJ2000,Vmag_viz,Fl,Bayer,Cst,SimbadName,RAhms,DEdms,Vmag_hip,RAICRS,DEICRS,Plx,pmRA,pmDE,e_Plx,B-V,Notes,_RA_icrs,_DE_icrs,distance,x,y,z
35393, ,57240,CD-38  3309 ,9743.0,2791.0,109.63966666666666,-39.21030555555555,5.24,,F,Pup,HD  57240,07 18 33.52,-39 12 37.1,5.24,109.63966607,-39.21030701,6.95,-9.95,9.01,0.49,0.026, ,109.63963486,-39.21028511,143.88489208633092,-37.47100555792474,105.00072025824085,90.95952208770512
35406,X,57219,CD-36  3519 ,9746.0,2790.0,109.659125,-36.74275,5.11,,v02,Pup,HD  57219,07 18 38.19,-36 44 33.9,5.11,109.65913632,-36.74274935,3.9,-10.15,5.9,0.55,-0.17,P,109.65910553,-36.74273501,256.4102564102564,-69.12464104419175,193.49247480307588,153.39056616189316
35412,M,57060,CD-24  5173 ,9734.0,2781.0,109.66825,-24.55869444444444,4.88,29.0,UW,CMa,HD  57060,07 18 40.38,-24 33 31.3,4.88,109.66825335,-24.55870761,1.09,-2.84,2.68,0.65,-0.16, ,109.66824576,-24.5587011,917.4311926605504,-280.8492712018911,785.7533031577572,381.3075224914931
35415, ,57061,CD-24  5176 ,9736.0,2782.0,109.67704166666664,-24.95438888888889,4.37,30.0,tau,CMa,HD  57061,07 18 42.49,-24 57 15.8,4.37,109.67703283,-24.95438447,1.02,-1.82,3.74,0.71,-0.132,P,109.67702795,-24.95437538,980.3921568627451,-299.29737063942406,836.9617164790512,413.62416553527544
35487, ,57167,BD-16  1898 ,9758.0,2788.0,109.867,-16.394916666666663,5.7,,R,CMa,HD  57167,07 19 28.08,-16 23 41.7,5.7,109.86700585,-16.39491266,22.71,165.37,-136.41,0.8,0.346, ,109.86742483,-16.39524421,44.03346543372963,-14.355780875485326,39.728886577334364,12.428724990272055
35550,M,56986,BD+22  1645 ,9755.0,2777.0,110.03079166666664,21.98233333333333,3.5,55.0,del,Gem,HD  56986,07 20 07.39,+21 58 56.4,3.5,110.0307889,21.98233941,55.45,-18.72,-7.76,0.85,0.374,D,110.03073983,21.98232055,18.034265103697024,-5.728102635135822,15.71155555758126,-6.750598491453313
35699, ,57423,BD+20  1775 ,9808.0,2795.0,110.48708333333332,20.44372222222222,5.09,56.0, ,Gem,HD  57423,07 21 56.90,+20 26 37.4,5.09,110.48708081,20.44371648,7.61,-62.05,-23.95,0.83,1.528, ,110.48691986,20.44365827,131.4060446780552,-43.094868862851605,115.34172448659378,-45.89844712060917
35710, ,57264,BD+37  1707 ,9796.0,2793.0,110.51120833333331,36.76063888888888,5.12,65.0, ,Aur,HD  57264,07 22 02.69,+36 45 38.3,5.12,110.51120175,36.76063782,13.9,-98.6,-22.08,0.92,1.082, ,110.51090261,36.76058415,71.94244604316546,-20.195171087053453,53.982243680926295,-43.055638128025784
35726, ,57066,BD+50  1420A,9789.0,,110.55604166666666,50.14741666666666,7.59,20.0, ,Lyn,HD  57066,07 22 13.63,+50 08 52.1,7.72,110.55680466,50.14780092,-2.47,-26.88,-28.22,5.32,0.172, ,110.55670271,50.14773233,-404.85829959514166,91.09512704602909,-242.92038460760565,310.80799108393313
35735, ,56820,BD+60  1048 ,9775.0,2772.0,110.57162499999998,59.90197222222221,6.36,47.0, ,Cam,HD  56820,07 22 17.19,+59 54 07.1,6.36,110.57161024,59.90195861,14.23,-1.72,15.4,0.85,0.282, ,110.5716019,59.90199604,70.27406886858749,-12.382950990395484,32.99391107761039,-60.79892360822829
35783, ,57102,BD+55  1192A,9799.0,2783.0,110.71187499999998,55.28438888888888,6.86,19.0, ,Lyn,HD  57102,07 22 50.85,+55 17 03.8,6.86,110.71188704,55.28439308,8.94,-13.47,-30.22,6.46,-0.051, ,110.71182955,55.28431963,111.85682326621924,-22.52970620463165,59.58578563628422,-91.9450672937378
35785, ,57103,BD+55  1192B,9800.0,2784.0,110.71691666666663,55.28147222222221,5.8,19.0, ,Lyn,HD  57103,07 22 52.06,+55 16 53.3,5.8,110.71692703,55.28146955,6.96,-11.23,-32.04,1.94,-0.078, ,110.71687911,55.28139167,143.67816091954023,-28.947880552548266,76.53999074885934,-118.0976881776321
35842, ,57744,BD+23  1698 ,9844.0,2810.0,110.86729166666665,22.94544444444444,6.17,58.0, ,Gem,HD  57744,07 23 28.15,+22 56 43.6,6.17,110.86730662,22.94543651,10.46,-25.93,-35.94,0.96,0.006, ,110.86723818,22.94534916,95.60229445506691,-31.35950949131706,82.2633197601565,-37.27098189712148
35846,M,57727,BD+25  1660 ,9843.0,2808.0,110.86895833333332,25.050611111111103,5.04,57.0,A,Gem,HD  57727,07 23 28.55,+25 03 02.2,5.04,110.8689755,25.05060041,21.17,-66.59,-28.44,0.91,0.902, ,110.86879684,25.05053128,47.23665564478035,-15.244334243040543,39.98595553766811,-20.000881723805318
35904,X,58350,CD-29  4328 ,9886.0,2827.0,111.02379166666664,-29.303111111111107,2.45,31.0,eta,CMa,HD  58350,07 24 05.71,-29 18 11.2,2.45,111.02377104,-29.30311979,1.02,-3.76,6.66,0.57,-0.083, ,111.02376056,-29.3031036,980.3921568627451,-306.71586772094673,798.0315248791704,479.83314081584433
35907, ,57669,BD+40  1852 ,9850.0,2805.0,111.03529166666664,40.67244444444444,5.23,66.0, ,Aur,HD  57669,07 24 08.47,+40 40 20.8,5.23,111.03529509,40.67244066,4.48,-3.35,-21.11,0.96,1.249, ,111.03528435,40.67238935,223.2142857142857,-60.76774462581045,158.01440370975877,-145.4762756612927
35941, ,57927,BD+27  1374 ,9868.0,2816.0,111.13933333333333,27.637805555555552,5.77,59.0, ,Gem,HD  57927,07 24 33.44,+27 38 16.1,5.77,111.13935024,27.63781901,15.57,14.32,15.45,1.37,0.368, ,111.13938953,27.63785656,64.22607578676943,-20.519438357154723,53.06886629205625,-29.793235657622585
35987, ,58187,BD+11  1578 ,9891.0,2820.0,111.24245833333332,11.669555555555554,5.37,1.0, ,CMi,HD  58187,07 24 58.19,+11 40 10.4,5.37,111.24245464,11.66955984,10.28,-16.29,-14.91,0.93,0.105, ,111.24241421,11.6695236,97.2762645914397,-34.516191946655425,88.79283803107492,-19.675773447382443
36039, ,60816,CP-78   265 ,10055.0,2919.0,111.409125,-79.09419444444444,5.54,,eps,Men,HD  60816,07 25 38.19,-79 05 39.1,5.54,111.40911866,-79.09420265,6.99,-29.88,5.95,0.48,1.281, ,111.4087348,-79.09418819,143.0615164520744,-9.879956294427943,25.198863054251564,140.47776070951736
36041, ,58367,BD+09  1643 ,9908.0,2828.0,111.41208333333331,9.27611111111111,4.99,2.0,eps,CMi,HD  58367,07 25 38.90,+09 16 34.0,4.99,111.41207798,9.27611835,3.3,-2.95,-8.65,0.88,0.991, ,111.41207071,9.27609733,303.03030303030306,-109.18153711333045,278.4255889442156,-48.84616596289277
36046,M,58207,BD+28  1385 ,9897.0,2821.0,111.432,27.798277777777773,3.78,60.0,iot,Gem,HD  58207,07 25 43.68,+27 47 53.8,3.78,111.43198371,27.79828561,25.9,-121.28,-84.43,0.91,1.024, ,111.43165048,27.7980804,38.61003861003861,-12.479850018088387,31.79254507113638,-18.00617957520288
36145, ,58142,BD+49  1623 ,9909.0,2818.0,111.67858333333332,49.211638888888885,4.61,21.0, ,Lyn,HD  58142,07 26 42.86,+49 12 41.9,4.61,111.67858726,49.21164489,13.11,-10.79,-48.57,0.79,-0.001, ,111.67854711,49.21152684,76.27765064836002,-18.407047262501784,46.30524193968322,-57.75192783290169
36156, ,58579,BD+20  1805 ,9937.0,2837.0,111.73470833333332,20.25758333333333,5.94,61.0, ,Gem,HD  58579,07 26 56.33,+20 15 27.3,5.94,111.73470421,20.25758199,8.04,2.26,-10.36,1.04,0.336, ,111.73471007,20.25755681,124.37810945273634,-43.20948132458676,108.38946126037118,-43.06482929704408
36188,M,58715,BD+08  1774 ,9947.0,2845.0,111.78779166666664,8.289416666666666,2.89,3.0,bet,CMi,HD  58715,07 27 09.07,+08 17 21.9,2.89,111.78780121,8.28940893,19.16,-50.28,-38.45,0.85,-0.097, ,111.78767771,8.28931548,52.19206680584551,-19.169737344085327,47.95739532291479,-7.524708729664656
36238, ,58728,BD+21  1602 ,9957.0,2846.0,111.93495833333331,21.445555555555558,5.2,63.0, ,Gem,HD  58728,07 27 44.39,+21 26 44.0,5.2,111.93497685,21.44554856,29.38,-49.56,-123.9,1.39,0.455, ,111.93484743,21.44524741,34.036759700476516,-11.834274188694913,29.38685883590134,-12.444416141128485
36265, ,58923,BD+07  1729 ,9970.0,2851.0,112.00866666666666,6.942083333333333,5.22,5.0,eta,CMi,HD  58923,07 28 02.08,+06 56 31.5,5.22,112.00865288,6.94207694,9.28,-3.38,-44.85,0.95,0.221, ,112.0086446,6.94196793,107.75862068965517,-40.08615362263754,99.17351912545773,-13.024351229591181
36284, ,58972,BD+09  1660 ,9974.0,2854.0,112.04095833333332,8.9255,4.33,4.0,gam,CMi,HD  58972,07 28 09.83,+08 55 31.8,4.33,112.04095607,8.92550376,8.2,-59.29,10.76,0.93,1.425, ,112.0408102,8.92552991,121.95121951219514,-45.21038213172784,111.6697222634542,-18.920740408814574
36363,X,59635,CD-38  3400 ,10033.0,2875.0,112.27379166666664,-38.81211111111111,5.41,,y,Pup,HD  59635,07 29 05.71,-38 48 43.6,5.41,112.27379583,-38.8121049,5.86,-21.01,16.42,0.51,-0.148, ,112.27373029,-38.81206499,170.6484641638225,-50.40008976561341,123.048407964308,106.95708751896132
36366, ,58946,BD+32  1562 ,9987.0,2852.0,112.27754166666664,31.784083333333328,4.16,62.0,rho,Gem,HD  58946,07 29 06.61,+31 47 02.7,4.16,112.27754045,31.78407932,54.06,159.33,193.82,0.95,0.32, ,112.27799603,31.78455041,18.49796522382538,-5.9608630367162,14.55032850417183,-9.743242258101168
36377, ,59717,CD-43  3260 ,10040.0,2878.0,112.30783333333332,-43.30188888888888,3.25,,sig,Pup,HD  59717,07 29 13.88,-43 18 06.8,3.25,112.3078263,-43.30189129,17.74,-59.86,188.73,0.47,1.509, ,112.30762638,-43.30143257,56.369785794813986,-15.57166450689888,37.95286067944986,38.66078609242272
36393,X,59037,BD+28  1396 ,9997.0,2857.0,112.33525,28.11841666666666,5.07,64.0, ,Gem,HD  59037,07 29 20.46,+28 07 06.3,5.07,112.33526392,28.1184038,20.0,-33.3,-52.91,0.97,0.12, ,112.33517215,28.1182752,50.0,-16.75864886243228,40.790308930412344,-23.56477001091291
36425, ,59294,BD+12  1567 ,10024.0,2864.0,112.44908333333332,12.00661111111111,4.55,6.0, ,CMi,HD  59294,07 29 47.78,+12 00 23.8,4.55,112.44909205,12.00661101,5.82,1.26,-19.26,0.79,1.276, ,112.44909518,12.0065642,171.82130584192439,-64.17671707077271,155.32657361688118,-35.743050452943926
36429,X,59148,BD+28  1400 ,10015.0,2861.0,112.45324999999998,27.91619444444444,5.01,65.0,b,Gem,HD  59148,07 29 48.78,+27 54 58.3,5.01,112.4532548,27.91619925,8.51,-23.96,-21.67,0.99,1.117, ,112.45318889,27.91614658,117.50881316098707,-39.65753405561761,95.96314850725983,-55.015227816531805
36439, ,58855,BD+49  1630 ,9992.0,2849.0,112.48274999999998,49.67266666666666,5.35,22.0, ,Lyn,HD  58855,07 29 55.86,+49 40 21.6,5.35,112.48273588,49.67266207,50.25,110.4,-82.01,0.81,0.47, ,112.48315051,49.67246274,19.90049751243781,-4.924874041099092,11.899829770309111,-15.17133706564839
36521, ,59693,BD-09  2085 ,10054.0,,112.69779166666665,-9.776888888888887,6.81,,U,Mon,HD  59693,07 30 47.47,-09 46 36.8,6.81,112.69778697,-9.77689783,1.45,-1.39,3.3,0.82,1.096, ,112.69778354,-9.77688981,689.6551724137931,-262.25261052056885,627.0029251651292,117.1117284759168
36547, ,55966,BD+82   201 ,9851.0,2742.0,112.76866666666665,82.41155555555554,4.92,,VZ,Cam,HD  55966,07 31 04.48,+82 24 41.6,4.92,112.76866761,82.41156871,6.89,-3.71,-42.31,0.55,1.633, ,112.76859933,82.41146587,145.1378809869376,-7.417614012156206,17.67285444468963,-143.866791566094
36641, ,59881,BD+02  1691 ,10085.0,2880.0,113.02479166666664,1.914472222222222,5.24,7.0,del01,CMi,HD  59881,07 32 05.95,+01 54 52.1,5.24,113.0247923,1.91448227,4.14,-2.12,-0.56,0.76,0.23, ,113.02478714,1.91448091,241.5458937198068,-94.4229628347,222.1792214318906,-8.069474972759098
36723, ,60111,BD+03  1715 ,10104.0,2887.0,113.29866666666663,3.2902777777777774,5.59,8.0,del02,CMi,HD  60111,07 33 11.68,+03 17 25.0,5.59,113.2986465,3.29027472,23.44,-15.73,42.84,0.77,0.321, ,113.2986082,3.29037884,42.662116040955624,-16.84608086135784,39.11866792224753,-2.448576054256414
36760, ,60107,BD+16  1510 ,10106.0,2886.0,113.40208333333332,15.826694444444442,5.27,68.0, ,Gem,HD  60107,07 33 36.50,+15 49 36.1,5.27,113.4020791,15.82669239,8.69,-29.28,-12.62,0.71,0.055, ,113.40200513,15.82666172,115.07479861910242,-43.97290324611418,101.6052475483625,-31.38417958097412
36778,X,60606,CD-36  3715 ,10139.0,2911.0,113.46270833333332,-36.338388888888886,5.42,,z,Pup,HD  60606,07 33 51.05,-36 20 18.2,5.42,113.46270622,-36.33840157,2.56,-8.59,4.11,0.49,-0.078, ,113.4626803,-36.33839158,390.62499999999994,-125.28282821117008,288.64438699695944,231.4660265256219
36812, ,60357,BD+03  1719 ,10128.0,2901.0,113.56620833333332,3.37175,5.83,9.0,del03,CMi,HD  60357,07 34 15.89,+03 22 18.3,5.83,113.56622524,3.37173632,4.82,-3.19,-4.53,0.79,-0.018, ,113.56621747,3.37172531,207.46887966804977,-82.80423755151651,189.8365158302192,-12.2021117709465
36817, ,60584,CD-23  5709A,10144.0,2909.0,113.57779166666666,-23.473666666666663,5.06,,n,Pup,HD  60584,07 34 18.67,-23 28 25.2,5.06,113.57780754,-23.47366319,34.41,-88.67,0.97,1.13,0.468, ,113.57757258,-23.47366083,29.06131938390003,-10.662354609353798,24.43097344258471,11.57592394434052
36850,X,60179,BD+32  1581A,,2891.0,113.64999999999998,31.88833333333333,1.98,66.0,alf,Gem,HD  60179,07 34 36.00,+31 53 19.1,1.58,113.65001898,31.88863645,63.27,-206.33,-148.18,1.23,0.034, ,113.64942834,31.88827629,15.805278963173699,-5.383387464297793,12.292834826629717,-8.349382877685152
36917, ,60863,CD-28  4566 ,10178.0,2922.0,113.84558333333332,-28.36927777777777,4.65,,p,Pup,HD  60863,07 35 22.94,-28 22 09.4,4.65,113.8455718,-28.36927798,14.5,-66.9,-18.71,0.62,-0.111, ,113.845387,-28.36932346,68.9655172413793,-24.532503396728927,55.502996150569736,32.76913584106713
36942, ,61248,CP-52  1231 ,10206.0,2934.0,113.91541666666664,-52.533805555555546,4.93,,Q,Car,HD  61248,07 35 39.70,-52 32 01.7,4.93,113.91541745,-52.53380809,8.28,23.44,-11.57,0.45,1.373, ,113.91551111,-52.53383621,120.7729468599034,-29.781946322562945,67.15799035449471,95.85898339754404
36962, ,60522,BD+27  1424 ,10167.0,2905.0,113.98070833333333,26.896,4.06,69.0,ups,Gem,HD  60522,07 35 55.37,+26 53 45.6,4.06,113.98071783,26.89600343,13.57,-39.58,-108.08,0.87,1.54, ,113.98060996,26.89574074,73.69196757553426,-26.71077658660143,60.047791071179425,-33.33621584352734
37043, ,61391,CD-48  3069 ,10241.0,2940.0,114.18304166666664,-48.83016666666666,5.69,,y02,Pup,HD  61391,07 36 43.93,-48 49 48.6,5.69,114.18302388,-48.8301697,6.56,-7.55,0.87,0.5,-0.037, ,114.182996,-48.83016759,152.4390243902439,-41.10850952478042,91.54303790524226,114.75024537132717
37088, ,61064,BD-03  1979 ,10217.0,2927.0,114.31970833333332,-4.111027777777777,5.14,25.0, ,Mon,HD  61064,07 37 16.73,-04 06 39.7,5.14,114.31971063,-4.1110225,16.11,-67.41,17.74,0.87,0.442, ,114.31954636,-4.11097938,62.07324643078833,-25.497715878570055,56.419428841674225,4.449995124980597
37096, ,61330,CD-34  3755 ,10246.0,2937.0,114.34216666666666,-34.96858333333333,4.53,,f,Pup,HD  61330,07 37 22.12,-34 58 06.9,4.53,114.34216663,-34.96857044,9.1,-13.65,16.53,0.57,-0.081,D,114.34212614,-34.96853026,109.89010989010988,-37.11777609542852,82.04571502343117,62.981009802034635
37173,X,61429,CD-25  4828 ,10266.0,2944.0,114.57520833333332,-25.36477777777777,4.69,,m,Pup,HD  61429,07 38 18.05,-25 21 53.2,4.69,114.57519746,-25.36478805,5.92,-2.28,-6.7,0.72,-0.1, ,114.57519133,-25.36480433,168.91891891891893,-63.47893507373885,138.808673286239,72.36144132861442
37174,X,61715,CD-48  3091 ,10289.0,2957.0,114.57587499999998,-48.60144444444444,5.68,,y03,Pup,HD  61715,07 38 18.21,-48 36 05.2,5.68,114.57588221,-48.60144811,0.65,-4.18,5.13,0.52,0.683, ,114.57586685,-48.60143564,1538.4615384615386,-423.1236290672953,925.2112165232245,1154.042678877164
37204, ,60986,BD+35  1662 ,10237.0,2924.0,114.63683333333331,35.048472222222216,5.58,70.0, ,Gem,HD  60986,07 38 32.84,+35 02 54.5,5.58,114.63681646,35.04848403,10.65,37.26,27.28,0.97,0.921, ,114.63692708,35.04855034,93.89671361502347,-32.044468854226736,69.87247979416289,-53.921993759193725
37223,X,61641,CD-36  3773 ,10291.0,2954.0,114.68291666666666,-36.49683333333333,5.78,,e,Pup,HD  61641,07 38 43.90,-36 29 48.6,5.78,114.68293452,-36.49684165,3.38,-6.84,4.84,0.53,-0.148, ,114.68291384,-36.49682989,295.85798816568047,-99.3199045839218,216.10666358809993,175.96992830510672
37229,X,61555,CD-26  4707B,10281.0,2948.0,114.70783333333333,-26.803888888888885,3.8,,kap01,Pup,HD  61555,07 38 49.88,-26 48 14.0,3.8,114.70783872,-26.8038924,7.18,-17.0,23.08,1.06,-0.159, ,114.70779243,-26.8038363,139.2757660167131,-51.96104389165343,112.93073975110248,62.804752499318454
37265, ,61110,BD+34  1649 ,10257.0,2930.0,114.79149999999998,34.58463888888888,4.89,71.0,omi,Gem,HD  61110,07 39 09.96,+34 35 04.7,4.89,114.79148501,34.58463287,20.62,-35.97,-118.03,0.96,0.413, ,114.79137882,34.58434599,48.49660523763337,-16.741960795209454,36.247044270340005,-27.527790502881434
37279,M,61421,BD+05  1739 ,10277.0,2943.0,114.82724999999998,5.227499999999999,0.4,10.0,alf,CMi,HD  61421,07 39 18.54,+05 13 39.0,0.4,114.82724194,5.22750767,285.93,-716.57,-1034.58,0.88,0.432,D,114.82549301,5.22499306,3.497359493582345,-1.4623767649469412,3.160924249026418,-0.31864638176299676
37297,X,61831,CD-38  3531 ,10311.0,2961.0,114.86395833333331,-38.30805555555555,4.84,,d01,Pup,HD  61831,07 39 27.35,-38 18 29.0,4.84,114.86397492,-38.3080602,5.68,-21.35,16.03,0.46,-0.189, ,114.86390879,-38.30802124,176.05633802816902,-58.087056097208674,125.34425154025678,109.13545106729292
37300, ,61338,BD+18  1701 ,10276.0,2938.0,114.86912499999998,17.674527777777776,5.04,74.0,f,Gem,HD  61338,07 39 28.59,+17 40 28.3,5.04,114.86912974,17.67451551,6.13,2.26,1.34,0.76,1.616, ,114.86913551,17.67451877,163.1321370309951,-65.36634682747804,141.01867181021515,-49.52846692168092
37322, ,61878,CD-37  3767 ,10316.0,2963.0,114.932625,-38.139333333333326,5.73,,d02,Pup,HD  61878,07 39 43.83,-38 08 21.6,5.73,114.93262285,-38.1393281,5.33,-22.54,16.9,0.53,-0.125, ,114.93255319,-38.13928702,187.6172607879925,-62.205547361849355,133.81081411242496,115.86790948995481
37329, ,61899,CD-37  3768 ,10323.0,2964.0,114.9495,-38.26066666666666,5.76,,d03,Pup,HD  61899,07 39 47.88,-38 15 38.4,5.76,114.94951052,-38.26067563,2.92,-10.37,9.71,0.49,-0.071, ,114.94947842,-38.26065203,342.4657534246576,-113.4291795058675,243.8104743629495,212.0685410339252
37345, ,61925,CD-37  3770 ,10332.0,2968.0,114.99162499999998,-37.57941666666666,5.99,,d04,Pup,HD  61925,07 39 57.99,-37 34 45.9,5.99,114.99163231,-37.57941274,2.41,-1.41,-3.89,0.49,-0.04, ,114.99162799,-37.57942219,414.93775933609953,-138.93099294429345,298.0522126317524,253.0541480942215
37379, ,61772,BD-14  2082 ,10328.0,2959.0,115.09670833333332,-15.263861111111108,4.98,140.0, ,Pup,HD  61772,07 40 23.21,-15 15 49.9,4.98,115.09671685,-15.26385208,4.82,-2.27,-28.04,0.74,1.543, ,115.09671113,-15.26392023,207.46887966804977,-84.89315975965842,181.25459704753095,54.61921370611269
37406, ,61106,BD+57  1093 ,10279.0,2929.0,115.20649999999998,57.08288888888888,6.09,23.0, ,Lyn,HD  61106,07 40 49.56,+57 04 58.4,6.09,115.20649105,57.08287527,4.67,-24.11,-4.35,0.71,1.44, ,115.20638321,57.0828647,214.13276231263384,-49.55780866156793,105.28469942141126,-179.7553770101063
37447,X,61935,BD-09  2172 ,10345.0,2970.0,115.31199999999998,-9.551083333333333,3.94,26.0,alf,Mon,HD  61935,07 41 14.88,-09 33 03.9,3.94,115.31198612,-9.55108315,22.61,-74.8,-19.64,0.8,1.022, ,115.31180176,-9.55113089,44.22821760283061,-18.64752631255803,39.42777200556927,7.338650381551106
37504, ,63295,CP-72   627 ,10444.0,3024.0,115.45499999999998,-72.60613888888888,3.93,,zet,Vol,HD  63295,07 41 49.20,-72 36 22.1,3.93,115.45498347,-72.60613528,24.36,33.38,15.29,0.48,1.033, ,115.45525487,-72.60609812,41.050903119868636,-5.274401025885389,11.080399443191556,39.173742340428745
37609, ,61497,BD+59  1103 ,10343.0,2946.0,115.75191666666665,58.71049999999999,4.93,24.0, ,Lyn,HD  61497,07 43 00.46,+58 42 37.8,4.93,115.751907,58.71048707,13.75,-36.99,-52.11,0.65,0.104, ,115.75173389,58.71036041,72.72727272727273,-16.410925825716244,34.02046217938044,-62.14938346428944
37629, ,62044,BD+29  1590 ,10373.0,2973.0,115.82787499999998,28.88408333333333,4.23,75.0,sig,Gem,HD  62044,07 43 18.69,+28 53 02.7,4.23,115.82785545,28.8840717,26.68,61.84,-231.26,0.79,1.118, ,115.82802711,28.88350961,37.481259370314845,-14.298024200907596,29.54019837762796,-18.104916120917583
37648, ,62576,CD-28  4767 ,10409.0,2993.0,115.885,-28.41094444444444,4.63,1.0, ,Pup,HD  62576,07 43 32.40,-28 24 39.4,4.63,115.88498187,-28.41095714,3.34,-13.62,29.79,0.59,1.632, ,115.88494423,-28.41088473,299.40119760479047,-114.96563657222742,236.9202184193757,142.45276283330068
37664, ,62713,CD-40  3377 ,10425.0,3002.0,115.92429166666663,-40.93333333333333,5.12,,W,Pup,HD  62713,07 43 41.83,-40 56 00.0,5.12,115.92428224,-40.93332961,15.13,131.14,-171.23,0.49,1.104, ,115.92470415,-40.93374579,66.09385327164573,-21.829464911517704,44.90754344596338,43.30339990831625
37677,M,62623,CD-28  4774 ,10417.0,2996.0,115.95195833333332,-28.95483333333333,3.94,3.0,l,Pup,HD  62623,07 43 48.47,-28 57 17.4,3.94,115.95196716,-28.9548352,-0.37,-4.57,3.88,0.62,0.16, ,115.95195447,-28.95482577,-2702.702702702703,1034.907845158614,-2126.398884335378,-1308.432434603678
37704, ,62285,BD+26  1633 ,10392.0,2983.0,116.02883333333332,25.78422222222222,5.3,76.0,c,Gem,HD  62285,07 44 06.92,+25 47 03.2,5.3,116.02884762,25.78421056,5.48,-13.4,-21.21,0.73,1.535, ,116.02881145,25.78415901,182.4817518248175,-72.10465703643989,147.6478283510205,-79.37648874786066
37740, ,62345,BD+24  1759 ,10403.0,2985.0,116.11195833333332,24.398138888888887,3.57,77.0,kap,Gem,HD  62345,07 44 26.87,+24 23 53.3,3.57,116.11195237,24.39812929,22.73,-22.45,-56.24,0.83,0.932, ,116.11189245,24.3979926,43.994720633523976,-17.634051896000248,35.97657067480652,-18.17311255210955
37811, ,62510,BD+20  1893 ,10437.0,2991.0,116.28891666666664,20.316055555555558,6.53,79.0, ,Gem,HD  62510,07 45 09.34,+20 18 57.8,6.53,116.28890605,20.31604867,7.08,-3.95,-1.33,0.87,0.007, ,116.28889581,20.31604544,141.24293785310735,-58.664666538869454,118.75676200098034,-49.03932985168649
37819,X,63032,CD-37  3863 ,10462.0,3017.0,116.31374999999998,-37.96861111111111,3.62,,c,Pup,HD  63032,07 45 15.30,-37 58 07.0,3.62,116.31376631,-37.96859848,2.35,-10.77,5.97,0.55,1.706, ,116.31373311,-37.96858397,425.531914893617,-148.7080201638179,300.7061135490869,261.79986364814954
37826,M,62509,BD+28  1463 ,10438.0,2990.0,116.33066666666664,28.026305555555552,1.16,78.0,bet,Gem,HD  62509,07 45 19.36,+28 01 34.7,1.16,116.33068263,28.02631031,96.74,-625.69,-45.95,0.87,0.991, ,116.32895983,28.02619862,10.336985734959686,-4.047308297741279,8.178083216453174,-4.857110718581733
37842, ,62863,BD-14  2193 ,10453.0,3009.0,116.36941666666664,-14.686055555555551,7.03,2.0, ,Pup,HD  62863,07 45 28.74,-14 41 10.0,7.03,116.36975907,-14.68611378,8.1,-15.9,-21.76,5.88,0.345, ,116.36971912,-14.68616667,123.4567901234568,-53.042736293509925,106.99726589306493,31.29907739044697
37843, ,62864,BD-14  2194 ,10455.0,3010.0,116.37141666666663,-14.69047222222222,6.06,2.0, ,Pup,HD  62864,07 45 29.14,-14 41 25.7,6.06,116.37142428,-14.69048507,9.09,-15.08,-21.41,1.94,0.11, ,116.37138639,-14.69053711,110.01100110011002,-47.26817761116246,95.34052189561406,27.898470084216903
37853, ,63077,CD-33  4113 ,10473.0,3018.0,116.39658333333333,-34.17655555555555,5.36,171.0, ,Pup,HD  63077,07 45 35.18,-34 10 35.6,5.36,116.39657467,-34.17655092,65.79,-220.83,1722.89,0.56,0.589, ,116.39592593,-34.17236334,15.199878400972793,-5.590624143818087,11.263925801936116,8.538454228687728
